institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,,Gross floor area of building space,Square meters,210887.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Heating and cooling from off-site renewable sources,Heating and cooling from certified off-site renewable sources,Megawatt-hours,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Heating and cooling from off-site renewable sources,Megawatt-hours,2266.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Heating and cooling from off-site renewable sources,Heating and cooling from uncertified off-site renewable sources,Megawatt-hours,2266.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Heating oil,Megawatt-hours,16.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Hot water from off-site sources,Megawatt-hours,2266.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Natural gas,Megawatt-hours,21056.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,On-site and/or third party certified renewable power,Megawatt-hours,7.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,On-site renewable electricity exported,Megawatt-hours,0.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Other stationary fuels,Megawatt-hours,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,Percentage of electricity from on-site and/or third party certified renewable sources,,0.05,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Percentage of energy from renewable sources,,21.87,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Propane/LPG,Megawatt-hours,0.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Renewable stationary fuels,Megawatt-hours,0.21,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Steam from off-site sources,Megawatt-hours,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total annual energy consumption,Megawatt-hours,38391.0,tudublin,GRI 302,302-1,equivalent,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total electricity consumption,Megawatt-hours,15053.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total heating and cooling from off-site sources,Megawatt-hours,2266.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total stationary fuel consumption,Megawatt-hours,21072.0,tudublin,GRI 302,302-1,component,True,False,True
Technological University Dublin,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Renewable stationary fuels,Uncertified biomethane from organic waste or landfill gas,Megawatt-hours,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Adjusted net scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,8958.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Annual scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,8958.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Annual scope 1 and 2 GHG emissions per person,Kilograms of CO2 equivalent,354.84,tudublin,GRI 305,305-4,intensity,True,True,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Annual scope 1 and 2 GHG emissions per unit of floor area,Kilograms per square meter,42.48,tudublin,GRI 305,305-4,intensity,True,True,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Baseline scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,10064.0,tudublin,GRI 305,305-5,component,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon sold or transferred,Metric tons of CO2 equivalent,0.0,tudublin,,,,False,False,False
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from non-additional sequestration on institution-owned land,Metric tons of CO2 equivalent,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from on-site composting,Metric tons of CO2 equivalent,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent of employees,,2404.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent student enrollment,,22841.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent students and employees,,25245.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Gross floor area of building space,Square meters,210887.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Net carbon sinks,Metric tons of CO2 equivalent,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Percentage reduction in scope 1 and 2 GHG emissions from baseline,,10.99,tudublin,GRI 305,305-5,partial,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from mobile combustion,Metric tons of CO2 equivalent,2.0,tudublin,GRI 305,305-1,component,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from stationary combustion,Metric tons of CO2 equivalent,3728.0,tudublin,GRI 305,305-1,component,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG fugitive emissions,Metric tons of CO2 equivalent,55.0,tudublin,GRI 305,305-1,component,True,False,True
