institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Heating oil,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Hot water from off-site sources,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Natural gas,Megawatt-hours,22549.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,On-site and/or third party certified renewable power,Megawatt-hours,0.7,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,On-site renewable electricity exported,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Other stationary fuels,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,Percentage of electricity from on-site and/or third party certified renewable sources,,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Percentage of energy from renewable sources,,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Propane/LPG,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Renewable stationary fuels,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Steam from off-site sources,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total annual energy consumption,Megawatt-hours,55148.7,cork,GRI 302,302-1,equivalent,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total electricity consumption,Megawatt-hours,32599.7,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total heating and cooling from off-site sources,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total stationary fuel consumption,Megawatt-hours,22549.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Renewable stationary fuels,Uncertified biomethane from organic waste or landfill gas,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Adjusted net scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,14359.78,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Annual scope 1 GHG emissions,Metric tons of CO2 equivalent,6215.78,cork,GRI 305,305-1,equivalent,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Annual scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,14359.78,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Annual scope 1 and 2 GHG emissions per person,Kilograms of CO2 equivalent,557.01,cork,GRI 305,305-4,intensity,True,True,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Annual scope 1 and 2 GHG emissions per unit of floor area,Kilograms per square meter,50.86,cork,GRI 305,305-4,intensity,True,True,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Annual scope 2 GHG emissions,Metric tons of CO2 equivalent,8144.0,cork,GRI 305,305-2,equivalent,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Baseline scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,19460.0,cork,GRI 305,305-5,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from non-additional sequestration on institution-owned land,Metric tons of CO2 equivalent,0.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from on-site composting,Metric tons of CO2 equivalent,0.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent of employees,,3643.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent students and employees,,25780.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Biogenic emissions,GHG emissions from biogenic sources,Metric tons of CO2 equivalent,0.0,cork,GRI 305,305-1,partial,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Gross floor area of building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Net carbon sinks,Metric tons of CO2 equivalent,0.0,cork,,,,False,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Percentage reduction in scope 1 and 2 GHG emissions from baseline,,26.21,cork,GRI 305,305-5,partial,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from mobile combustion,Metric tons of CO2 equivalent,62.78,cork,GRI 305,305-1,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from stationary combustion,Metric tons of CO2 equivalent,5517.0,cork,GRI 305,305-1,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG fugitive emissions,Metric tons of CO2 equivalent,636.0,cork,GRI 305,305-1,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of electricity (location-based),Metric tons of CO2 equivalent,8144.0,cork,GRI 305,305-2,component,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of electricity (market-based),Metric tons of CO2 equivalent,8144.0,cork,GRI 305,305-2,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of heating and cooling,Metric tons of CO2 equivalent,0.0,cork,GRI 305,305-2,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from business travel,Metric tons of CO2 equivalent,3565.0,cork,GRI 305,305-3,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from capital goods,Metric tons of CO2 equivalent,0.0,cork,GRI 305,305-3,component,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from commuting,Metric tons of CO2 equivalent,20991.0,cork,GRI 305,305-3,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from fuel- and energy-related activities not included in scope 1 or scope 2,Metric tons of CO2 equivalent,3318.0,cork,GRI 305,305-3,component,True,False,True
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from purchased goods and services,Metric tons of CO2 equivalent,1572.0,cork,GRI 305,305-3,component,True,False,False
University College Cork,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Third party certified carbon offsets,Metric tons of CO2 equivalent,0.0,cork,,,,False,False,True
University College Cork,OP-7,Dining Service Procurement,Operations,Environmental,7.2 Percentage of dining service spend with social impact suppliers,,Percentage of dining service spend with social impact suppliers,,7.0,cork,,,,False,False,False
University College Cork,OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on plant-based foods,,68.0,cork,,,,False,False,True
University College Cork,OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on products that are sustainably or ethically produced,,12.0,cork,,,,False,False,True
University College Cork,OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Annual contract spend with social impact suppliers,,979262.0,cork,,,,False,False,False
University College Cork,OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify product sustainability specifications,,54.0,cork,,,,False,False,True
University College Cork,OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify supplier sustainability considerations,,21.0,cork,GRI 308,308-1,partial,True,False,True
University College Cork,OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Percentage of contract spend with social impact suppliers,,0.91,cork,,,,False,False,False
University College Cork,OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Total annual contract spend,,107600000.0,cork,,,,False,False,False
University College Cork,PA-1,Sustainability Coordination,Planning & Administration,Governance,"1.1 Coordinating committee, officer, or office for sustainability",,Full-time equivalent of people employed in the sustainability offices,,4.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Completion rate for low-income students,,92.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Completion rate for students that identify as women or other marginalized gender identities,,93.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Number of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,6.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Overall student completion rate,,95.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Percentage of marginalized, racial, ethnic, and Indigenous groups with equitable completion rates",,50.0,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Ratio of the completion rate for low-income students to the overall completion rate,,0.97,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Ratio of the completion rate for students that identify as women or other marginalized gender identities to the overall completion rate,,0.98,cork,,,,False,False,True
University College Cork,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Total number of marginalized racial, ethnic, and/or Indigenous groups served by the institution",,12.0,cork,,,,False,False,True
University College Cork,PA-12,Employee Rights,Planning & Administration,Social,12.1 Number of weeks of paid maternity leave,,Number of weeks of paid maternity leave,,26.0,cork,GRI 401,401-3,partial,True,False,True
University College Cork,PA-12,Employee Rights,Planning & Administration,Social,12.2 Percentage of employees eligible for paid all-gender family/medical leave,,Percentage of employees eligible for paid all-gender family/medical leave,,100.0,cork,GRI 401,401-2,partial,True,False,True
University College Cork,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Living wage,,15.4,cork,GRI 202,202-1,partial,True,False,True
University College Cork,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Percentage of employees that receive remuneration equivalent to at least a living wage,,100.0,cork,GRI 202,202-1,partial,True,False,True
University College Cork,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for regular/permanent employees,,16.4,cork,GRI 202,202-1,partial,True,False,True
University College Cork,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual academic staff,,20.83,cork,,,,False,False,True
University College Cork,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual non-academic staff,,18.93,cork,,,,False,False,True
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to businesses selected for exemplary sustainability performance using positive screens,,6121550.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to community development financial institutions (CDFIs),,0.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,"Amount allocated to funds that are explicitly focused on sustainability or environmental, social, and governance (ESG)",,21011605.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to green revolving funds seeded from the investment pool,,0.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to place-based investments that target positive social and environmental impacts in economically divested areas,,140458.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Amount allocated to sustainability-focused industries or sectors,,0.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Percentage of the investment pool allocated to positive sustainability investments,,96.67,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Total positive sustainability investments,,27273613.0,cork,,,,False,False,False
University College Cork,PA-5,Investment Holdings,Planning & Administration,Governance,5.2 Percentage of the investment pool allocated to positive sustainability investments,,Value of the investment pool,,28211937.0,cork,,,,False,False,False
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for academic staff,,0.44,cork,GRI 405,405-1,partial,True,False,False
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for executive staff,,0.0,cork,GRI 405,405-1,partial,True,False,False
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for non-academic staff,,0.34,cork,GRI 405,405-1,partial,True,False,False
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for students,,0.45,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among executive staff",,0.0,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent academic staff",,3.0,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent non-academic staff",,2.0,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among students",,7.0,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among executive staff",,0.0,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent academic staff",,27.27,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent non-academic staff",,18.18,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among students",,63.64,cork,,,,False,False,True
University College Cork,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Total number of marginalized racial, ethnic, and/or Indigenous groups in the region served by the institution",,11.0,cork,,,,False,False,True
University College Cork,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of executive staff that identify as women or other marginalized gender identities,,47.0,cork,GRI 405,405-1,component,True,False,True
University College Cork,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent academic staff that identify as women or other marginalized gender identities,,49.0,cork,GRI 405,405-1,component,True,False,True
University College Cork,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent non-academic staff that identify as women or other marginalized gender identities,,63.0,cork,GRI 405,405-1,component,True,False,True
University College Cork,PA-8,Gender Parity,Planning & Administration,Social,8.1. Percentage of students with marginalized gender identities,,Percentage of students that identify as women or other marginalized gender identities,,61.0,cork,,,,False,False,True
University College Cork,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Average annual net price of attendance for low-income students,,5850.0,cork,,,,False,False,True
University College Cork,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Local hourly minimum wage for students,,14.25,cork,,,,False,False,True
University College Cork,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,410.53,cork,,,,False,False,True
University College Cork,PA-9,Affordability and Access,Planning & Administration,Social,9.2 Percentage of students that are low-income,,Percentage of students that are low-income,,5.9,cork,,,,False,False,True
University College Cork,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent of employees,,3643.0,cork,GRI 2,2-7,partial,True,False,True
University College Cork,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Gross floor area of building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Percentage of students enrolled exclusively in distance education,,0.01,cork,,,,False,False,True
University College Cork,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Percentage of students that live in campus housing,,0.07,cork,,,,False,False,True
"University of California, Berkeley",AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Number of academic departments with at least one sustainability course offering,,113.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Percentage of departments with sustainability course offerings,,87.6,berkeley,,,,False,False,True
"University of California, Berkeley",AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Total number of academic departments that offer courses that may be taken for credit,,129.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Number of undergraduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Number of undergraduate qualifications awarded that are sustainability-focused,,15885.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,60.33,berkeley,,,,False,False,True
"University of California, Berkeley",AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Total number of undergraduate qualifications awarded,,26330.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Total number of undergraduate qualifications awarded that have sustainability-focused learning requirements,,15885.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Number of graduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Number of graduate qualifications awarded that are sustainability-focused,,7158.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,50.46,berkeley,,,,False,False,True
"University of California, Berkeley",AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Total number of graduate qualifications awarded,,14185.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Total number of graduate qualifications awarded that have sustainability-focused learning requirements,,7158.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Number of academic departments engaged in sustainability research,,68.0,berkeley,,,,False,False,True
"University of California, Berkeley",AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Percentage of academic departments engaged in sustainability research,,60.18,berkeley,,,,False,False,True
"University of California, Berkeley",AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Total number of academic departments engaged in research,,113.0,berkeley,,,,False,False,True
"University of California, Berkeley",EN-4,Sustainability Culture Assessment,Engagement,Context,4.3 Percentage of employees assessed for sustainability culture,,"Percentage of employees assessed for sustainability culture, either directly or by representative sample",,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,"Floor area of new building space built to green building standards, but not third party certified",Square meters,3887.99,berkeley,,,,False,False,True
"University of California, Berkeley",OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Floor area of new building space third party certified to a comprehensive green building standard,Square meters,82001.6,berkeley,,,,False,False,True
"University of California, Berkeley",OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Floor area of new building space third party certified to a less comprehensive green building standard,Square meters,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Total floor area of newly constructed or renovated building space,Square meters,85889.6,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Annual spend on cleaning products that meet other qualifying sustainability criteria,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Annual spend on cleaning products that meet preferable sustainability criteria,,427215.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Annual spend on electronics spend that meet other qualifying sustainability criteria,,159707.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Annual spend on electronics that meet preferable sustainability criteria,,3730278.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.3 Percentage of furniture spend that meets sustainability criteria,,Annual spend on furniture that meets other qualifying sustainability criteria,,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.3 Percentage of furniture spend that meets sustainability criteria,,Annual spend on furniture that meets preferable sustainability criteria,,2107667.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.4 Percentage of office paper spend that meets sustainability criteria,,Annual spend on office paper that meets other qualifying sustainability criteria,,19430.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-10,Purchased Goods,Operations,Environmental,10.4 Percentage of office paper spend that meets sustainability criteria,,Annual spend on office paper that meets preferable sustainability criteria,,70872.0,berkeley,,,,False,False,False
