institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions in all other applicable categories identified in the GHG Protocol Scope 3 Standard?",Full accounting,,,text
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from other applicable categories identified in the GHG Protocol Scope 3 Standard,10,Metric tons of CO2 equivalent,10.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Description of the methodologies used to identify and account for the institution’s relevant scope 3 activities,GHG emissions associated to Water usage.,,,text
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.1,3.28,,3.28,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Peer group,Doctoral universities and research institutions,,,text
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Gross floor area of building space,"210,887",Square meters,210887.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Annual scope 1 and 2 GHG emissions per unit of floor area,42.48,Kilograms per square meter,42.48,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.2,3.15,,3.15,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent student enrollment,"22,841",,22841.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent of employees,"2,404",,2404.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent students and employees,"25,245",,25245.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Annual scope 1 and 2 GHG emissions per person,354.84,Kilograms of CO2 equivalent,354.84,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.3,3.83,,3.83,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Third party certified carbon offsets,0,Metric tons of CO2 equivalent,0.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Description of the institution’s third party certified carbon offsets,,,,not_reported
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon storage from on-site composting,0,Metric tons of CO2 equivalent,0.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Description of the institution’s carbon storage from on-site composting,,,,not_reported
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon sold or transferred,0,Metric tons of CO2 equivalent,0.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon storage from non-additional sequestration on institution-owned land,0,Metric tons of CO2 equivalent,0.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Does the institution have baseline scope 1 and 2 GHG emissions data?,Yes,,,boolean
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Copy of the institution’s baseline GHG emissions inventory,OP_6.1_Climate-Action-Roadmap-June-2024.pdf,,,text
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Online location of the institution’s baseline GHG emissions inventory,https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/Climate-Action-Roadmap-June-2024-web.pdf,,,url
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Baseline year for scope 1 and 2 GHG emissions,2018,,2018.0,year
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Narrative outlining when and why the GHG emissions baseline was adopted,2016-2018 Period when electricity and gas data start to be consistent between bills and SEAI M&R platform. It's also a PRE-Covid period and a period when we have the same level of data granularity as today - thereby enabling us to compare like for like.,,,text_long
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Baseline scope 1 and 2 GHG emissions,"10,064",Metric tons of CO2 equivalent,10064.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Net carbon sinks,0,Metric tons of CO2 equivalent,0.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Adjusted net scope 1 and 2 GHG emissions,"8,958",Metric tons of CO2 equivalent,8958.0,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Percentage reduction in scope 1 and 2 GHG emissions from baseline,10.99,,10.99,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Points earned for indicator OP 6.4,0.44,,0.44,number
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Additional documentation for this credit,,,,not_reported
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Performance year for food and beverage purchasing,2023,,2023.0,year
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Percentage of food and beverage spend on products that are sustainably or ethically produced,18.70,,18.7,number
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Percentage of food and beverage spend on plant-based foods,57,,57.0,number
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Inventory of qualifying food and beverage purchases,OP7_OP8_Food_and_Beverage_Purchasing_Inventory_Revised_2.xlsx,,,text
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend on products that are sustainably or ethically produced,"A complete, one fiscal year (Sept '22 to Sept '23), itemised bill of quantity was received from our main Tier One food supplier with background information for each item on 1) supplier safety and quality standard met (and discarded from the analysis), 2) Sustainability Standard met, and 3) Sustainable or Ethical Method of Production. These pieces of information were supplied by all the suppliers of our food service provider, thereby covering information on all the supply chain. The list of sustainability standard and ethical method of production is available in the uploaded file. ""Ecolabel or Sustainability standard met"" per item is then a combination of categories in that list. The sum of € spent on all products (Food, Beverages, and Non-Food and Beverage) with an ""Ecolabel or Sustainability standard"" is divided by the total € spend to calculate the % of expenditure on certified/verified products . The result is 16.7%. The same analysis has been conducted only on Food and Beverages only and the result is 18.7%.",,,text_long
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend on plant-based foods,"A complete, one fiscal year (Sept '22 to Sept '23), itemised bill of quantity was received from our main Tier One food supplier. Each item were given ""Plant-Based"" and ""Non-Plant-Based"" Food & Beverage catergory or a ""Not Food & Not Beverage"" category. Each classified ""Plant-Based"" food & beverage item was given a sub-classification as listed by STARS Food and Dining template. The same was done for ""Non-Plant Based"" food & beverage. The sum of € spent on ""Plant-Based"" products is divided by the total € spend on Food & Beverages to calculate the % of expenditure on Plant-Based foods products. The result is 56.95%.",,,text_long
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Points earned for indicator OP 7.1,4.54,,4.54,number
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Does the institution have sufficient data on its dining service spend to pursue this indicator?,No,,,boolean
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Performance year for social impact dining service purchasing,2023,,2023.0,year
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Percentage of dining service spend with social impact suppliers,,,,not_reported
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Narrative and/or website URL providing an overview of the dining service program’s social impact suppliers,,,,not_reported
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend with social impact suppliers,,,,not_reported
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Points earned for indicator OP 7.2,0,,0.0,number
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,OP-7,OP,Environmental,Dining Service Procurement,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Does the institution donate surplus food to a food redistribution program on at least a monthly basis when its dining services are operational?,Yes,,,boolean
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s surplus food donation program,Our food and beverage suppliers do not have a donate surplus food programme per say. Typical practice from our food service providers is to allow for untouched food served to events to be accessible to staff and students for free. This is done on a daily basis.,,,text_long
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,"Do the institution’s dining services divert pre-consumer food waste from disposal for processing and use as animal feed, compost, and/or biofuel?",Yes,,,boolean
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s pre-consumer food waste diversion program,Pre consumer waste is disposed of in brown compost bins provided by the University's waste management contractor.,,,text
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,"Do the institution’s dining services divert post-consumer food waste from disposal for processing and use as animal feed, compost, and/or biofuel?",Yes,,,boolean
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s post-consumer food waste diversion program,Post consumer waste is disposed of in brown compost bins provided by the University's waste management contractor,,,text
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Do the institution’s dining services track and assess their food and organic materials management efforts on at least an annual basis to inform ongoing improvements?,Yes,,,boolean
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s food and organic materials management tracking and assessment initiatives,"TU Dublin was the first University to pilot the Environmental Protection Agency (EPA) Food Waste Tool ( https://www.tudublin.ie/explore/about-the-university/sustainability/sustainable-campus/climate-resiliency/waste/ and https://www.iua.ie/ourwork/sustainability/campus-living-labs-sustainability/ ). The tool provides users with a mechanism to utilise existing waste bills to reduce food waste. The Re-Fridge project aims to tackle food waste and food insecurity on campus through a shared community fridge system https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/green-campus/ ). Students facing financial challenges can access surplus food donated by campus canteens, nearby stores, or fellow students. SATLE Food Waste Project Competition & SDG Literacy Event Guest Speaker Our School was successful in its application for SATLE funding in Semester 1 for 2023/2024. The aim of the project is to build capacity at academic and operational levels across staff and student bodies by the introduction of food waste initiatives, measurement techniques, dedicated monitoring equipment and curriculum development. This project is taking place in the practical teaching laboratories (culinary labs, kitchens, bakeries, training restaurants/bar and the bakery shop. The initial phase of this project includes: · Piloting a smart bin systems https://www.positivecarbon.org/ · Running a Student Food Waste Competition with prizes of SATLE funded bursaries · Hosting an expert speaker on food waste · Food waste audit and survey for the School. https://www.tudublin.ie/explore/faculties-and-schools/arts-humanities/culinary-arts--food-technology/sustainability#content-accordion__item_177147",,,text_long
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Points earned for indicator OP 8.1,2,,2.0,number
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,OP-8,OP,Environmental,Food Recovery,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have a published code of conduct to guide suppliers on the institution’s social and environmental expectations for them?,Yes,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Copy of the institution’s supplier code of conduct,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Online location of the institution’s supplier code of conduct,https://www.tudublin.ie/media/website/explore/foi/documents/TU--Dublin-Procurement-Policy-(21.11.23)-(1).pdf,,,url
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to environmental impact that exceed or are additional to regulatory compliance?,Yes,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to the treatment of workers that exceed or are additional to regulatory compliance?,No,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to governance and ethical business practices that exceed or are additional to regulatory compliance?,No,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to the advancement of sustainability in the supply chain?,No,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations of monitoring and review?,Yes,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.1,0.40,,0.4,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have sufficient data on its bid solicitations to pursue this indicator?,Yes,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of bid solicitations that identify product sustainability specifications,100,,100.0,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of bid solicitations that identify supplier sustainability considerations,0,,0.0,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Description of the methodology used to assess the institution’s bid solicitations,"Product Selection and Award Criteria tailored to each tender following the National Procurement Guidelines (Ref 1). Our Green Public Procurement process (Ref 2) procure all goods and services with a minimum 10% award weighting for green award and selection criteria. This weight wil increase to 30% over time. However, the sustainability awards/certificates or standards met by suppliers are not currently being appraised. URL References: Ref 1: https://www.etenders.gov.ie/epps/home.do Ref 2: https://www.tudublin.ie/connect/finance/green-public-procurement/",,,text_long
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Online resource supporting the percentage of bid solicitations reported,https://www.tudublin.ie/connect/finance/green-public-procurement/,,,url
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Document supporting the percentage of bid solicitations reported,Green_Public_Procurement___TU_Dublin.pdf,,,text
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.2,1,,1.0,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Average weight assigned to product sustainability specifications in the institution’s bid appraisal process,10 percent or more,,,text
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Average weight assigned to supplier sustainability considerations in the institution’s bid appraisal process,0 percent,,,text
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Narrative outlining how the average weights given to sustainability considerations were determined,Our Green Public Procurement process (Ref 1) ensures implementation by establishing gateway signoff for business cases to procure goods and services with a minimum 10% award weighting for green award and selection criteria. The average weight will increase to 30% over time. The average weight applied varies for each tender. The category manager in consultation with the contract owner would determine it at RFT stage. In most cases the weight assigned to product sustainability specifications in the institution’s bid appraisal process is 10% but it can be higher. The sustainability sandards or certificate met by a suppliers (rather than a product) is not currently being considered in the appraisal process but this and the review of Social Impact Supplier are now being considered. URL References: Ref 1: https://www.tudublin.ie/connect/finance/green-public-procurement/,,,text_long
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.3,1,,1.0,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have sufficient data on its contract spend to pursue this indicator?,No,,,boolean
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Performance year for contract spend,2023,,2023.0,year
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Local currency code,EUR,,,text
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Total annual contract spend,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Annual contract spend with social impact suppliers,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Narrative and/or website URL providing an overview of the institution’s contracts with social impact suppliers,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Description of the methodology used to assess the institution’s contract spend with social impact suppliers,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of contract spend with social impact suppliers,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator 9.4,0,,0.0,number
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,OP-9,OP,Environmental,Sustainable Procurement System,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Local currency code,EUR,,,text
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Does the institution have sufficient data on its cleaning product spend to pursue this indicator?,Yes,,,boolean
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Performance year for cleaning products spend,2023,,2023.0,year
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Total annual spend on cleaning products,"6,094.18",,6094.18,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on cleaning products that meet preferable sustainability criteria,"2,901.86",,2901.86,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on cleaning products that meet other qualifying sustainability criteria,326.68,,326.68,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,List or sample of cleaning product purchases and the preferable and/or other qualifying criteria that each purchase meets,"Cleaning Products that have the Forest Stewardship Council (FSC, https://fsc.org/en ) Recycled label are listed as preferable: 50 8614 SCOTT JUMBO T/T WH 2PLY 12X200 - NO LIP - NO INV TILL 15/9/2022 FSC M02021 50 8614 SCOTT JUMBO T/T WH 2PLY 12X200 and CUTAN FOAMING SOAP 6X1L FSC TORK UNI WIPER FSC TORK UNI WIPER 320SH 2PLY BLUE 150MX16 FSC 128107 TORK UNI WIPER 320SH 2PLY BLUE FSC 128107 TORK UNI WIPER 320SH 2PLY BLUE 150MX16 FSC Cleaning Products that have other qualifying sustainability labels are: PRISTINE BACT HW 12X500ML x 12 Other Qualifying EXTRA TOWEL MED WH1PLY 15X2401 Other Qualifying PRISTINE PEARL BACT Other Qualifying",,,text_long
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of cleaning product spend that meets preferable sustainability criteria,47.62,,47.62,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of cleaning product spend that meets other qualifying sustainability criteria,5.36,,5.36,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Points earned for indicator OP 10.1,0.50,,0.5,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Does the institution have sufficient data on its electronics spend to pursue this indicator?,Yes,,,boolean
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Performance year for electronics product spend,2023,,2023.0,year
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Total annual spend on electronics,"1,319,288.96",,1319288.96,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on electronics that meet preferable sustainability criteria,"829,573.95",,829573.95,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on electronics spend that meet other qualifying sustainability criteria,"163,303.25",,163303.25,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,List or sample of electronics purchases and the preferable and/or other qualifying criteria that each purchase meets,"Electronics products that have the EPEAT label ( https://www.epeat.net/ ) are listed as preferable : OptiPlex 5000 Small Form Factor EPEAT OptiPlex 5090 SFF XCTO EPEAT UltraSharp 27 Monitor - CITY EPEAT PowerEdge R740XD Server 32GB - CITY EPEAT OPTIPLEX 5000 SMALL FORM FACTOR X 7 EPEAT OptiPlex 5000 Tower EPEAT OptiPlex 5000 Small Form Factor EPEAT XPS 15 (9520) X 2 PROSUPPORT, STATE DRIVE-12 MONTH SUBSCRIPTION EPEAT Latitude 5530 XCTO Base EPEAT UltraSharp 27 Monitor EPEAT Latitude 5330 XCTO Base EPEAT Latitude 9430 CTO Base EPEAT Dell 27 Monitor - P2722H EPEAT Jabra Evolve 65 Stereo MS EPEAT Jabra Evolve 65 MS stereo headset EPEAT Precision 5820 Tower XCTO Base EPEAT Redone/Was stuck after GRN/already approved/Latitude 5530 XCTO Base EPEAT Precision 3460 SFF CTO BASE EPEAT XPS 13 (9315) EPEAT Latitude 5540 XCTO Base EPEAT Electronics products that have the other green labels are listed as other qualifying: Latitude 5420 XCTO Base Other Qualifying OPTIPLEX 7400 ALL IN ONE Other Qualifying OptiPlex 7400 All-in-One Other Qualifying DELL G16 7630 Other Qualifying Lenovo Tab K10 ZA8N - tablet Other Qualifying OptiPlex Tower (7010) Other Qualifying OptiPlex Tower (7010) Other Qualifying OptiPlex All-in-One Other Qualifying OptiPlex All-in-One (7410) Other Qualifying OptiPlex Tower (7010) Other Qualifying OptiPlex Micro (7010) Other Qualifying OptiPlex All-in-One (7410) Other Qualifying OptiPlex Tower (7010) Other Qualifying",,,text_long
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of electronics spend that meets preferable sustainability criteria,62.88,,62.88,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of electronics spend that meets other qualifying sustainability criteria,12.38,,12.38,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Points earned for indicator OP 10.2,0.69,,0.69,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Does the institution have sufficient data on its furniture spend to pursue this indicator?,Yes,,,boolean
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Performance year for furniture spend,2023,,2023.0,year
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Total annual spend on furniture,"190,295.16",,190295.16,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on furniture that meets preferable sustainability criteria,"129,950.05",,129950.05,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on furniture that meets other qualifying sustainability criteria,"1,388",,1388.0,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,List or sample of furniture purchases and the preferable and/or other qualifying criteria that each purchase meets,"Furniture that have the FSC label ( https://fsc.org/en ) are listed as preferable: Below is the product list from one of our major furniture supplier - FARRELL BROTHERS ARDEE LTD, all of their products are made from FSC certified materials: https://farrell-furniture.com/approach/sustainability/ Sidiz T50 task chair,c/w lumbar support FSC AdapT rect top,outlets,14x750, W1100 1895.00 3790.00 3 ADS20D/TUD/MWW Adapt DD Storage 1970H, White, yellow dr FSC Sidiz T50 task chair,c/w lumbar support FSC AdapT rect top,outlets,16x8,Oak FSC Adapt Workstation. with cable management and modesty panels FSC Locker Unit 6dr, with Top FSC Circular table 1000mm Dia White MFC CITY FSC FURNITURE - OFFICE MOVABLE FSC Sidiz T50 task chair FSC Elements 2 Person 168 Frame FSC Sidiz T50 task chair,c/w lumbar support FSC AdapT rect top FSC FURNITURE - OFFICE MOVABLE/ order for Bolton St. CLARE ERIKSSON R336 FSC WORKSTATION CW MOD PANELS FSC ADF4P168W Adapt 4 Person 168 White Frame 2583.00 5166.00 1 ADF2P168W Adapt 2 Person 168 White Frame FSC City - FURNITURE - OFFICE MOVABLE, FSC CITY - FURNITURE - OFFICE MOVABLE, FSC City - FURNITURE - OFFICE MOVABLE, FSC Adapt DD Storage 720H, St Beech FSC FINTAN - PERSONAL STORAGE UNIT FSC AdapT rect top FSC Floor Standing Screen FSC Circular table complete with legs & adj FSC Adapt 1 Person 168 White Frame FSC Sidiz T50 task chair FSC White RAL9010 frame FSC Adapt VT Storage 1970H, White MFC 646.00 646.00 FSC loor Standing Screen 1800H x 1200W FSC Elements 168 Worktop - Electric - Oak V FSC Adapt 4 Person 128 White Frame FSC Person Collaboration Desk TUD: person collaboration desk c/w 44mm thick Curved tops, modesty panels, box and panles base Overall dims: 720mm high x 4160mm long x 925mm Deep Oak Veneer FSC TU Dublin - Locker Unit 2dr FSC Elements 168 Worktop - Electric - White FSC Storage unit Metal Shelves FSC 3dr m ped,s lock,600D,Oak Storage unit FSC LABOUR CHARGE TO DISMANTLE 46 EXISTING FSC AdapT rect top,outlets 2dr m ped,s lock Adapt Screen FSC Adapt VT Storage 2000H, Oak 674.00 674.00 Storage unit c/w silver vertical tambour FSC Sidiz T50 task chair,c/w lumbar suppor FSC AdapT rect top - letter box and top hat FSC ADAPT SINGLE PERSON 1600 X 1600 CW, 2 PART BOOKCASE FSC Furnitures that have the Environmental Product Declarations (EPD) label ( https://www.igbc.ie/what-is-an-epd ) are listed as other qualifying: City - FURNITURE - OFFICE MOVABLE, EPD",,,text_long
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of furniture spend that meets preferable sustainability criteria,68.29,,68.29,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Percentage of furniture spend that meets other qualifying sustainability criteria,0.73,,0.73,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Points earned for indicator OP 10.3,0.69,,0.69,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Does the institution have sufficient data on its office paper spend to pursue this indicator?,Yes,,,boolean
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Performance year for office paper spend,2023,,2023.0,year
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Total annual spend on office paper,"59,962.83",,59962.83,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on office paper that meets preferable sustainability criteria,"47,557.30",,47557.3,number
Technological University Dublin,OP-10,OP,Environmental,Purchased Goods,,Annual spend on office paper that meets other qualifying sustainability criteria,"9,677.73",,9677.73,number
